state,date,new_cases,new_deaths,total_cases,new_deaths,people_vaccinated_per_hundred
NYC,2020-08-02,286,4,229113,4,
AR,2021-03-01,94,7,322509,7,14.1
PW,2021-11-09,0,0,10,0,
PR,2020-12-26,365,13,75911,13,0.0
WV,2020-02-16,0,0,0,0,
OK,2021-03-10,401,9,436820,9,21.2
HI,2021-11-18,216,7,83486,7,80.9
MA,2021-07-12,112,1,711162,1,71.2
PW,2021-10-06,0,0,7,0,
PR,2021-10-08,113,3,182036,3,80.0
PR,2021-12-12,0,0,189518,0,86.5
MP,2020-06-08,1,0,27,0,
GA,2020-06-06,583,-14,50126,-14,
AS,2020-03-29,0,0,0,0,
HI,2022-01-20,5811,9,186148,9,84.2
PR,2021-12-06,85,1,188904,1,85.8
MP,2021-04-24,0,0,164,0,37.7
PR,2020-10-30,414,10,35811,10,
PR,2021-06-06,68,1,140295,1,52.2
AS,2020-08-31,0,0,0,0,
PR,2021-01-16,544,0,89240,0,0.0
AR,2020-11-03,520,18,114161,18,
MP,2021-02-11,0,0,133,0,0.0
WV,2021-04-20,315,4,149462,4,34.6
CO,2022-02-20,738,0,1328395,0,78.2
PR,2021-01-28,419,10,94710,10,0.0
NYC,2021-08-20,2460,16,1015574,16,
UT,2022-02-24,627,5,921531,5,71.2
PW,2021-02-24,0,0,0,0,
CO,2020-06-29,170,6,33254,6,
MA,2020-10-16,767,19,142346,19,
MA,2021-07-31,701,0,720481,0,72.6
PW,2020-02-29,0,0,0,0,
MA,2020-03-02,0,0,1,0,
UT,2021-09-17,1749,8,490985,8,57.9
UT,2021-10-14,1253,8,527654,8,60.0
FL,2021-01-24,8546,165,1621581,165,0.0
MA,2020-11-13,2906,22,183095,22,
PR,2020-06-24,59,1,1760,1,
AS,2020-10-23,0,0,0,0,
TX,2020-12-04,16796,227,1350542,227,
FL,2022-03-16,1528,33,5831273,33,78.4
PW,2021-06-01,0,0,1,0,
HI,2021-03-02,33,0,27532,0,17.8
OK,2021-08-28,1899,35,548156,35,52.9
KS,2020-11-09,5920,15,103553,15,
TX,2021-02-08,8040,217,2491227,217,0.0
CO,2022-03-06,331,0,1336978,0,78.5
CO,2021-01-27,1502,35,401454,35,0.0
MP,2020-03-26,0,0,0,0,
NYC,2021-04-22,2088,37,917177,37,
UT,2020-12-06,2563,0,215407,0,
UT,2021-10-24,0,0,538895,0,60.7
PR,2021-11-15,76,1,186619,1,83.7
TX,2021-06-03,1862,18,2947860,18,44.6
AR,2021-06-20,222,3,345605,3,41.1
AR,2022-02-06,981,38,794342,38,65.2
CO,2022-03-19,453,0,1342074,0,78.7
AR,2021-12-07,932,24,534590,24,61.1
GA,2022-03-17,1051,77,2481419,77,64.7
PW,2020-06-03,0,0,0,0,
UT,2021-06-13,194,0,409558,0,46.4
AK,2020-02-28,0,0,0,0,
CO,2020-04-25,712,-2,13148,-2,
GA,2021-03-14,819,-1,1033786,-1,15.7
TX,2021-11-09,5359,96,4251485,96,61.9
CO,2020-10-31,2979,7,111505,7,
PR,2021-01-12,194,20,86195,20,0.0
CO,2022-01-17,7228,43,1152917,43,75.9
PR,2022-03-24,246,1,478285,1,95.0
NYC,2021-06-01,156,9,949667,9,
KS,2022-02-15,0,0,758237,0,73.0
NYC,2021-01-01,6034,46,448506,46,
FL,2021-04-17,5901,42,2126009,42,37.3
MP,2021-03-22,0,0,157,0,25.5
AR,2021-08-22,1229,29,435256,29,52.0
UT,2020-07-29,605,1,39942,1,
HI,2020-06-13,5,0,716,0,
MA,2020-05-23,763,72,91662,72,
FL,2020-08-10,5678,183,529318,183,
FL,2020-08-20,4554,163,578777,163,
TX,2020-11-11,13166,166,1065065,166,
TX,2020-03-13,0,0,22,0,
OK,2021-04-14,222,3,445554,3,35.8
FL,2020-12-19,8132,94,1174778,94,0.0
GA,2020-10-27,2039,17,379592,17,
FL,2020-09-06,1852,102,632251,102,
PW,2021-02-15,0,0,0,0,
AR,2021-11-12,515,13,518863,13,59.0
CO,2021-01-19,1696,2,389053,2,0.0
TX,2020-10-17,4885,79,820563,79,
UT,2021-03-17,699,5,379780,5,19.9
WV,2020-10-14,263,4,18818,4,
GA,2020-10-03,1538,28,340362,28,
MP,2020-03-27,0,0,0,0,
OK,2022-02-01,4588,0,983937,0,69.2
OK,2021-09-14,1966,39,587687,39,55.1
OK,2020-02-06,0,0,0,0,
KS,2022-03-04,513,8,767482,8,73.6
HI,2021-01-03,122,0,21539,0,0.0
HI,2020-05-06,2,0,617,0,
AK,2020-10-24,356,0,12525,0,
GA,2020-07-13,3790,25,121518,25,
AK,2020-07-17,42,0,1736,0,
NYC,2021-02-15,3028,86,680657,86,
TX,2021-06-18,934,11,2973171,11,47.0
UT,2021-11-13,0,0,571507,0,62.0
KS,2021-10-18,508,3,424802,3,61.3
TX,2020-07-21,9305,257,341739,257,
AK,2021-04-12,78,0,62566,0,37.2
AS,2021-10-29,0,0,4,0,63.3
AK,2020-05-30,3,1,435,1,
AK,2021-07-03,39,0,68517,0,49.7
PW,2021-06-26,0,0,2,0,
NYC,2020-10-23,819,5,261608,5,
WV,2020-06-08,17,0,2161,0,
AS,2021-09-06,0,0,0,0,56.5
AS,2022-01-08,0,0,11,0,87.0
FL,2020-10-21,5432,41,750559,41,
AS,2021-01-09,0,0,3,0,0.0
CO,2021-01-06,2216,0,360596,0,0.0
PR,2021-05-31,15,2,139895,2,50.9
MA,2021-06-22,33,1,709476,1,69.6
PW,2021-01-30,0,0,0,0,
AK,2020-09-21,70,1,6931,1,
OK,2021-04-26,200,4,448178,4,38.1
UT,2021-09-14,1274,13,485466,13,57.6
KS,2021-04-04,0,0,302873,0,33.7
GA,2021-05-26,549,36,1121472,36,38.9
FL,2020-02-11,0,0,0,0,
FL,2021-07-29,21967,127,2596123,127,57.2
HI,2020-01-31,0,0,0,0,
AR,2021-08-05,2777,17,397238,17,48.3
OK,2021-02-17,616,17,428037,17,12.3
GA,2021-04-02,1582,57,1062555,57,25.1
UT,2020-05-18,154,5,7459,5,
AR,2020-09-12,727,11,69710,11,
CO,2020-11-20,6259,15,199121,15,
GA,2020-04-05,296,11,6649,11,
AR,2021-10-08,739,8,501518,8,56.2
NYC,2020-07-06,131,6,219963,6,
PW,2022-01-29,0,0,1407,0,
UT,2021-02-13,943,5,360584,5,9.6
HI,2021-05-19,95,0,34395,0,63.0
NYC,2021-05-27,394,6,948436,6,
MP,2020-03-07,0,0,0,0,
AR,2022-03-30,97,7,832815,7,66.2
WV,2021-03-15,210,1,135678,1,23.4
AR,2020-11-29,1221,21,156247,21,
UT,2020-03-12,1,0,4,0,
CO,2021-01-04,2067,10,356707,10,0.0
HI,2021-08-14,764,1,48376,1,72.7
OK,2020-11-02,1655,26,137224,26,
CO,2020-02-26,0,0,0,0,
FL,2021-03-18,5109,52,1957324,52,21.7
FL,2021-06-05,1511,32,2293821,32,49.9
KS,2021-09-03,1977,49,377123,49,57.7
CO,2020-05-18,227,9,22758,9,
AR,2020-04-19,4,-1,1781,-1,
KS,2021-07-26,498,2,328755,2,52.7
CO,2020-10-23,1591,13,95200,13,
KS,2021-10-03,605,1,412512,1,60.2
UT,2021-03-25,527,6,383260,6,23.2
PW,2020-03-13,0,0,0,0,
PR,2020-05-22,21,1,1207,1,
AR,2021-03-11,340,28,326040,28,17.1
TX,2021-04-21,4856,38,2853676,38,35.8
KS,2022-03-16,226,60,769046,60,73.8
PW,2020-11-14,0,0,0,0,
HI,2020-02-27,0,0,0,0,
HI,2020-10-22,99,3,14284,3,
UT,2021-02-15,462,2,361756,2,9.6
PW,2022-01-08,0,0,21,0,
WV,2020-02-10,0,0,0,0,
WV,2022-01-09,2108,0,357980,0,62.4
OK,2020-09-22,1205,18,85354,18,
FL,2021-03-14,2901,59,1936924,59,20.4
NYC,2020-08-17,166,6,233029,6,
MA,2021-06-03,258,7,707523,7,66.8
TX,2020-07-03,7555,135,183532,135,
PW,2021-07-27,0,0,2,0,
KS,2020-11-08,0,0,97633,0,
FL,2021-04-16,6330,49,2120108,49,36.7
MP,2020-07-26,1,0,39,0,
UT,2021-04-05,173,-59,387514,-59,28.6
PR,2021-06-05,75,1,140227,1,52.2
OK,2021-07-04,224,2,459298,2,45.1
CO,2021-11-03,3105,16,760964,16,67.9
OK,2020-06-08,155,4,8746,4,
NYC,2021-04-07,4257,55,876549,55,
MP,2022-01-13,51,0,3802,0,84.9
AR,2021-02-08,637,30,307373,30,0.0
KS,2021-12-01,4477,19,469767,19,66.3
AK,2021-03-11,215,0,57731,0,26.1
OK,2021-07-15,750,4,464607,4,45.9
CO,2020-02-14,0,0,0,0,
AK,2020-08-27,85,2,5002,2,
AR,2020-06-30,520,5,20777,5,
KS,2020-07-07,0,0,16901,0,
TX,2020-10-23,6472,92,851572,92,
PR,2020-09-17,736,8,20903,8,
UT,2021-06-03,343,3,406825,3,45.4
WV,2021-07-05,31,0,164242,0,43.9
AK,2020-12-10,608,5,38435,5,
GA,2020-12-11,6191,56,531593,56,
MP,2020-07-12,2,0,33,0,
TX,2020-10-06,4132,59,773435,59,
HI,2022-02-18,471,2,228073,2,85.9
CO,2020-02-07,0,0,0,0,
PR,2021-12-14,134,1,189835,1,86.5
FL,2020-07-30,8753,224,458798,224,
KS,2020-11-19,0,0,128594,0,
FL,2020-07-08,8767,137,227261,137,
TX,2020-07-22,9879,272,351618,272,
TX,2020-03-28,317,12,2048,12,
UT,2021-06-24,462,1,413008,1,48.1
PR,2020-10-09,207,5,27762,5,
KS,2021-12-04,0,0,474479,0,66.7
AS,2021-05-31,0,0,0,0,42.1
HI,2021-06-07,31,0,35391,0,67.6
TX,2020-12-14,9430,221,1482141,221,0.0
MA,2021-07-23,624,5,715180,5,72.0
OK,2021-05-13,140,1,451331,1,39.7
AS,2020-08-03,0,0,0,0,
HI,2020-11-18,62,1,16577,1,
GA,2021-09-03,12018,114,1433714,114,51.9
CO,2021-12-15,1786,39,871149,39,73.2
MA,2021-04-20,1188,10,675162,10,49.3
AS,2022-02-04,0,0,18,0,89.1
CO,2020-09-19,655,4,66191,4,
TX,2020-10-27,7292,122,874367,122,
AR,2020-07-23,1013,6,36259,6,
GA,2021-11-20,0,0,1654649,0,58.4
MP,2021-02-23,0,0,143,0,17.0
NYC,2020-05-26,471,52,203273,52,
GA,2020-07-28,4399,54,178676,54,
UT,2022-01-13,12990,7,739206,7,68.1
PW,2020-12-16,0,0,0,0,
TX,2020-10-19,4748,85,828527,85,
MP,2022-01-07,80,1,3598,1,84.3
GA,2020-09-23,1691,96,325550,96,
HI,2021-01-19,59,2,24483,2,0.0
NYC,2021-09-30,1921,25,1085896,25,
AS,2021-03-13,0,0,4,0,27.1
GA,2021-07-02,433,15,1135526,15,43.5
WV,2021-05-09,405,0,156406,0,36.7
PR,2020-08-09,329,0,10479,0,
PR,2020-11-30,391,26,55692,26,
GA,2020-05-27,709,35,42681,35,
OK,2020-10-24,1575,28,124229,28,
MP,2021-04-08,0,0,160,0,32.0
TX,2020-10-31,7145,111,900596,111,
MP,2021-12-19,47,1,2422,1,82.2
AR,2021-07-12,671,3,357473,3,43.1
OK,2021-04-20,321,4,446956,4,37.2
PR,2021-06-09,62,0,140415,0,52.9
UT,2021-09-28,1130,13,505004,13,58.8
HI,2022-03-22,0,0,232845,0,86.8
GA,2021-02-16,2895,246,969702,246,9.6
PW,2020-10-31,0,0,0,0,
GA,2020-11-01,1435,2,390428,2,
MP,2020-01-28,0,0,0,0,
CO,2022-02-10,2576,45,1315041,45,77.8
AS,2021-11-22,0,0,5,0,74.7
MA,2021-09-09,2407,18,775149,18,76.0
AS,2022-01-07,0,0,11,0,86.8
CO,2020-11-08,3502,5,137849,5,
MA,2020-12-16,5952,50,304112,50,0.0
PR,2021-07-21,434,1,143970,1,67.8
FL,2020-10-31,6449,54,791212,54,
CO,2021-10-16,2202,17,714596,17,66.6
OK,2021-08-23,1676,19,532388,19,51.9
AS,2021-07-19,0,0,0,0,49.4
AS,2020-03-23,0,0,0,0,
AR,2022-02-19,977,20,813925,20,65.6
PW,2020-07-07,0,0,0,0,
WV,2021-09-25,1758,0,233426,0,48.0
KS,2021-06-13,81,0,315931,0,47.9
AR,2021-09-11,1749,33,473885,33,54.4
PR,2020-11-24,482,13,51123,13,
UT,2020-06-01,157,1,10101,1,
GA,2021-01-13,8596,141,782288,141,0.0
MA,2021-02-01,2398,68,526423,68,0.0
CO,2020-09-25,712,4,69881,4,
UT,2021-01-22,2649,24,333118,24,0.0
MP,2021-07-15,0,0,187,0,54.0
HI,2020-03-06,0,0,1,0,
PW,2021-10-07,0,0,7,0,
CO,2020-05-10,361,4,20094,4,
PW,2020-10-24,0,0,0,0,
OK,2021-07-23,1322,1,472498,1,46.7
FL,2020-02-01,0,0,0,0,
AS,2021-05-17,0,0,0,0,40.4
CO,2020-02-12,0,0,0,0,
PR,2021-12-24,0,0,208028,0,88.4
KS,2022-01-01,0,0,519544,0,69.4
TX,2021-12-17,5991,98,4397558,98,65.7
OK,2020-08-20,824,9,55494,9,
OK,2021-05-11,178,2,451064,2,39.5
WV,2020-10-31,470,6,24460,6,
PR,2020-11-19,1083,17,48083,17,
PW,2020-05-05,0,0,0,0,
OK,2020-04-29,148,6,4346,6,
PR,2021-11-18,191,1,187096,1,84.1
HI,2020-07-30,122,0,2085,0,
AK,2021-08-13,313,0,76343,0,52.5
HI,2021-05-01,188,0,32882,0,53.2
AS,2021-11-18,0,0,5,0,74.7
OK,2021-02-22,429,22,430526,22,14.9
GA,2020-05-05,602,47,28196,47,
PR,2020-07-16,363,3,4136,3,
WV,2020-08-08,130,4,7563,4,
GA,2020-11-05,2410,54,399017,54,
KS,2021-02-17,1267,115,288717,115,10.8
PR,2022-01-25,4229,50,448538,50,91.9
GA,2020-01-22,0,0,0,0,
PW,2021-05-26,0,0,0,0,
AK,2021-10-23,0,0,128084,0,58.9
PR,2020-11-14,562,0,44631,0,
HI,2020-09-15,98,0,10904,0,
NYC,2021-09-15,2101,13,1060926,13,
UT,2021-08-08,672,3,439823,3,53.1
OK,2021-12-27,3660,219,700033,219,65.7
UT,2020-02-19,0,0,0,0,
AR,2020-10-17,883,19,98422,19,
OK,2020-12-08,3939,53,246309,53,
UT,2020-06-20,574,-1,17400,-1,
AS,2021-05-01,0,0,0,0,39.0
MA,2020-08-19,262,16,115048,16,
AK,2021-07-19,146,0,69891,0,51.0
TX,2021-12-11,4704,27,4369418,27,65.2
KS,2020-02-17,0,0,0,0,
AS,2021-04-29,0,0,0,0,38.7
AK,2020-11-27,724,5,30016,5,
AR,2022-01-27,6016,22,762401,22,64.9
UT,2021-09-27,1060,9,503874,9,58.7
KS,2020-08-12,817,8,32547,8,
OK,2020-05-28,112,2,7084,2,
AS,2021-08-20,0,0,0,0,54.1
TX,2022-02-22,5858,192,6523116,192,70.7
AS,2021-05-30,0,0,0,0,42.1
UT,2022-03-17,173,3,926322,3,71.5
FL,2020-03-30,850,22,5608,22,
AK,2021-10-01,1005,1,110850,1,57.4
OK,2020-05-07,72,7,5035,7,
AS,2020-02-02,0,0,0,0,
GA,2020-10-01,1585,42,337302,42,
HI,2020-04-13,6,0,513,0,
MP,2021-10-18,0,0,288,0,63.4
TX,2021-02-21,4484,145,2588101,145,11.3
AS,2022-03-30,0,0,3483,0,94.3
KS,2020-07-09,0,0,17618,0,
WV,2021-08-18,820,7,175638,7,46.6
KS,2022-03-28,150,1,769850,1,74.0
NYC,2021-10-15,831,6,1107088,6,
CO,2021-12-19,1879,0,879586,0,73.6
NYC,2020-03-14,355,1,682,1,
AS,2021-01-28,0,0,3,0,0.0
FL,2020-02-04,0,0,0,0,
CO,2020-05-14,451,31,21324,31,
WV,2020-08-11,121,6,7875,6,
HI,2021-08-28,927,5,58436,5,73.9
MP,2020-07-21,0,0,37,0,
UT,2021-08-30,1111,3,463204,3,56.2
KS,2020-08-31,1564,3,42612,3,
MP,2021-01-31,0,0,132,0,0.0
FL,2020-03-12,5,0,31,0,
FL,2021-10-17,1867,70,3643471,70,68.1
UT,2020-09-16,764,-1,60769,-1,
PW,2020-12-26,0,0,0,0,
HI,2022-02-17,610,16,227602,16,85.9
TX,2021-10-03,2677,142,4068619,142,59.8
FL,2021-04-28,5746,59,2185115,59,41.1
AR,2021-02-21,284,9,315514,9,12.2
MP,2021-11-08,1,0,351,0,70.8
PR,2020-05-18,8,1,1107,1,
FL,2021-04-20,5627,63,2141645,63,38.4
HI,2020-09-24,111,2,11855,2,
MP,2020-09-07,0,0,58,0,
TX,2021-01-05,31630,326,1843153,326,0.0
GA,2021-01-06,7686,93,713840,93,0.0
MP,2020-08-18,4,0,54,0,
OK,2021-05-06,207,1,450344,1,39.1
MP,2020-09-03,0,0,57,0,
AK,2020-12-18,487,1,42334,1,0.0
OK,2022-01-20,13939,0,880342,0,68.5
OK,2021-06-11,204,1,454598,1,42.2
PW,2021-08-07,0,0,2,0,
OK,2020-12-01,4902,53,224834,53,
GA,2021-10-11,1752,47,1607923,47,55.6
HI,2021-04-29,115,1,32580,1,52.1
PR,2022-02-01,1703,32,459204,32,93.2
AK,2021-02-07,212,0,53769,0,0.0
OK,2021-05-25,15,0,452496,0,41.0
AR,2020-07-13,572,2,28939,2,
KS,2020-04-10,135,8,1241,8,
MP,2021-05-09,0,0,169,0,41.1
WV,2020-05-03,11,0,1195,0,
OK,2020-06-17,553,3,12127,3,
TX,2021-04-13,7277,48,2826806,48,32.8
PW,2022-02-06,160,0,2719,0,92.9
NYC,2021-01-21,6477,86,561787,86,
KS,2021-12-07,0,0,477789,0,67.0
MA,2020-09-30,532,17,132116,17,
UT,2020-10-21,1363,6,98006,6,
OK,2020-02-02,0,0,0,0,
MP,2021-08-18,1,0,220,0,60.1
PR,2020-11-26,908,0,53522,0,
NYC,2021-05-04,768,30,933848,30,
NYC,2021-03-10,4570,74,768646,74,
AK,2020-02-05,0,0,0,0,
KS,2021-06-25,144,8,317304,8,48.8
NYC,2021-08-12,2032,9,999270,9,
MP,2020-04-05,0,0,8,0,
MP,2020-05-30,0,0,22,0,
CO,2020-09-27,608,1,71127,1,
CO,2021-01-05,1673,47,358380,47,0.0
CO,2021-04-26,997,4,513662,4,45.2
GA,2022-02-12,0,0,2434131,0,64.0
FL,2022-03-04,1750,78,5816104,78,78.2
AS,2021-07-13,0,0,0,0,48.6
PW,2021-03-07,0,0,0,0,
AK,2021-05-10,78,0,66350,0,42.9
UT,2020-02-03,0,0,0,0,
OK,2020-06-22,271,0,14345,0,
KS,2020-09-21,1674,4,53959,4,
KS,2021-02-24,1122,81,292837,81,13.3
KS,2022-03-15,0,0,768820,0,73.8
WV,2021-05-29,142,0,161429,0,40.5
GA,2021-03-25,1964,91,1051361,91,20.5
MA,2020-07-26,273,14,108380,14,
PR,2020-11-03,319,2,37515,2,
PR,2020-12-20,1029,14,72151,14,0.0
WV,2021-04-21,426,11,149888,11,34.8
TX,2020-10-22,6291,88,845100,88,
PR,2022-03-18,254,0,477113,0,95.0
AS,2020-01-31,0,0,0,0,
CO,2020-02-15,0,0,0,0,
KS,2021-07-04,213,1,318941,1,49.5
OK,2021-09-29,1880,25,613765,25,56.5
MA,2022-02-11,2847,54,1648656,54,95.0
HI,2020-07-13,22,3,1239,3,
MP,2021-08-27,0,0,232,0,61.1
AS,2021-11-11,0,0,4,0,74.6
PW,2021-01-29,0,0,0,0,
KS,2020-07-28,0,0,26172,0,
GA,2021-10-18,1106,58,1619015,58,56.0
HI,2021-08-23,570,0,54608,0,73.4
MA,2021-05-29,224,14,706783,14,66.0
CO,2020-09-03,313,3,59808,3,
KS,2020-07-12,0,0,18611,0,
AS,2020-12-15,0,0,3,0,0.0
NYC,2020-03-28,5088,228,41557,228,
NYC,2021-12-24,0,0,1331541,0,
MP,2021-09-06,0,0,248,0,61.8
KS,2021-05-19,259,13,312591,13,44.9
AK,2021-06-06,16,0,67680,0,46.7
UT,2020-02-26,0,0,0,0,
TX,2021-10-28,4146,183,4211838,183,61.3
AK,2020-03-01,0,0,0,0,
HI,2020-05-08,2,0,619,0,
MA,2020-12-03,6675,48,240907,48,
PW,2021-06-15,0,0,2,0,
PW,2021-06-24,0,0,2,0,
NYC,2020-04-28,1054,296,169077,296,
MP,2020-05-04,0,0,14,0,
AR,2020-07-30,791,8,41759,8,
PR,2020-03-21,0,0,0,0,
FL,2021-01-30,7635,149,1683797,149,0.0
TX,2022-01-27,34796,234,6083750,234,69.5
KS,2020-03-11,0,0,1,0,
PW,2020-03-26,0,0,0,0,
PW,2021-09-18,0,0,7,0,
WV,2021-05-22,205,0,159940,0,39.4
NYC,2020-05-04,1091,223,181609,223,
MA,2021-05-04,854,7,692589,7,57.7
CO,2022-03-16,446,2,1340803,2,78.7
WV,2021-07-07,67,0,164346,0,43.9
WV,2021-02-26,421,1,131234,1,16.9
AK,2020-04-14,8,0,285,0,
FL,2021-03-20,3987,53,1966257,53,23.1
HI,2021-12-27,3537,0,100559,0,87.1
NYC,2020-04-29,2335,315,171412,315,
PW,2021-01-08,0,0,0,0,
AS,2020-06-22,0,0,0,0,
AS,2020-08-01,0,0,0,0,
AK,2021-02-05,160,0,53433,0,0.0
GA,2021-08-11,6958,32,1238383,32,48.1
FL,2021-05-28,2024,43,2280452,43,48.6
MP,2020-02-06,0,0,0,0,
AK,2021-03-19,63,0,58708,0,29.6
AR,2020-06-16,274,6,13191,6,
AR,2021-09-17,1809,17,482743,17,54.9
PW,2020-12-25,0,0,0,0,
WV,2020-11-14,1153,9,32792,9,
HI,2020-10-03,69,0,12768,0,
FL,2021-05-27,2354,39,2278428,39,48.4
MA,2021-10-06,1649,27,819939,27,78.0
NYC,2021-12-02,2050,11,1166476,11,
MP,2020-02-16,0,0,0,0,
AK,2020-10-01,138,2,8029,2,
PR,2021-12-05,146,1,188819,1,85.6
AK,2020-03-23,13,0,38,0,
PR,2020-12-19,416,2,71122,2,0.0
HI,2020-04-04,15,1,388,1,
NYC,2020-02-16,0,0,0,0,
TX,2021-04-01,3337,49,2786642,49,26.4
FL,2020-07-21,9545,213,370396,213,
MP,2021-02-05,0,0,133,0,0.0
AS,2020-04-26,0,0,0,0,
TX,2020-02-22,0,0,0,0,
PW,2021-05-08,0,0,0,0,
PW,2020-07-19,0,0,0,0,
TX,2020-05-03,1026,35,31548,35,
GA,2020-04-16,989,45,15808,45,
CO,2022-02-17,1431,0,1325386,0,78.1
MP,2021-11-23,10,0,474,0,74.2
PW,2020-08-17,0,0,0,0,
CO,2020-08-25,316,7,57109,7,
AK,2020-03-26,14,2,63,2,
PR,2021-03-25,407,3,107038,3,19.4
AR,2020-03-24,33,2,230,2,
AK,2020-02-01,0,0,0,0,
OK,2020-08-16,382,13,52812,13,
MP,2022-01-19,51,0,4118,0,85.3
HI,2021-07-30,552,3,40176,3,71.3
UT,2021-05-11,224,11,400783,11,41.8
AS,2021-08-11,0,0,0,0,52.9
KS,2020-03-17,5,0,16,0,
AK,2020-11-06,511,0,17774,0,
CO,2022-03-10,494,5,1338615,5,78.6
AS,2022-01-13,0,0,11,0,87.9
HI,2021-08-16,522,0,49727,0,72.8
KS,2020-10-12,2055,8,67862,8,
PR,2020-06-29,35,0,1915,0,
MP,2021-12-10,0,0,1514,0,80.3
AS,2021-04-15,0,0,0,0,35.3
NYC,2021-12-30,46433,38,1562082,38,
MA,2021-01-07,7548,73,411601,73,0.0
FL,2021-10-22,2840,63,3655850,63,68.6
AS,2020-08-30,0,0,0,0,
MA,2020-03-16,33,0,197,0,
OK,2020-12-07,2007,49,242370,49,
AK,2020-05-16,4,0,394,0,
TX,2021-07-05,346,9,2994817,9,48.6
KS,2021-10-10,566,4,418774,4,60.8
HI,2021-09-09,421,7,67346,7,75.1
FL,2021-12-31,55480,42,4249078,42,74.6
FL,2021-10-14,2944,70,3637411,70,67.9
PR,2022-02-28,185,5,473523,5,95.0
PR,2021-07-02,56,2,141443,2,64.5
AK,2020-02-23,0,0,0,0,
AK,2020-08-13,81,0,3979,0,
KS,2021-07-23,770,21,327267,21,50.8
AR,2022-01-03,1750,25,574572,25,62.7
KS,2020-07-29,698,14,26870,14,
TX,2020-04-11,890,35,12561,35,
AK,2020-02-29,0,0,0,0,
GA,2020-04-27,774,32,23268,32,
UT,2020-05-27,157,3,8815,3,
TX,2021-06-19,2004,20,2975175,20,47.1
KS,2020-09-27,0,0,56592,0,
NYC,2021-12-05,6543,15,1173019,15,
TX,2020-07-07,10028,164,210585,164,
AR,2021-03-31,212,10,330398,10,26.1
AS,2020-06-13,0,0,0,0,
AS,2021-05-09,0,0,0,0,39.7
TX,2020-08-17,7908,135,542950,135,
PW,2021-06-30,0,0,2,0,
KS,2020-12-03,0,0,162061,0,
AK,2020-03-13,1,0,1,0,
AK,2021-10-03,729,0,112308,0,57.5
PR,2021-02-27,289,0,101773,0,11.0
TX,2021-06-06,637,23,2953238,23,45.1
FL,2020-03-23,177,5,1204,5,
FL,2021-03-27,4860,47,2002126,47,26.4
FL,2021-07-18,7236,52,2435054,52,55.5
MP,2020-09-22,1,0,69,0,
CO,2021-07-22,768,6,574410,6,59.5
FL,2020-02-25,0,0,0,0,
AS,2020-09-04,0,0,0,0,
AS,2020-07-01,0,0,0,0,
AK,2020-05-21,0,0,404,0,
MP,2022-02-10,226,0,7010,0,86.5
KS,2020-07-02,0,0,14990,0,
WV,2021-01-08,1896,36,97898,36,0.0
OK,2020-04-09,113,3,2456,3,
PR,2020-02-28,0,0,0,0,
MA,2022-02-19,0,0,1661206,0,95.0
PR,2022-03-02,186,8,473709,8,95.0
GA,2021-05-29,632,17,1123343,17,39.0
PR,2020-08-06,409,5,9361,5,
AK,2020-06-30,36,0,944,0,
WV,2021-02-20,309,6,129364,6,15.8
TX,2020-07-01,8076,99,168062,99,
NYC,2020-03-09,7,0,25,0,
PW,2020-09-09,0,0,0,0,
WV,2021-04-16,475,5,148071,5,34.3
HI,2020-01-27,0,0,0,0,
AR,2021-02-23,834,14,316593,14,12.4
OK,2021-01-08,3375,64,354099,64,0.0
OK,2021-08-24,2534,22,534922,22,52.0
FL,2020-04-22,697,46,27640,46,
MA,2020-08-31,301,12,118784,12,
WV,2020-05-26,72,1,1854,1,
PW,2021-11-15,0,0,10,0,
PW,2021-01-02,0,0,0,0,
OK,2021-05-21,118,0,452283,0,40.6
FL,2021-08-08,15419,238,2789671,238,59.6
MA,2021-06-07,112,4,708195,4,67.8
GA,2021-08-15,6466,12,1265547,12,48.1
CO,2021-03-01,704,1,440044,1,16.1
UT,2021-03-01,257,5,371492,5,12.2
AS,2020-07-30,0,0,0,0,
PW,2021-12-26,0,0,10,0,
UT,2021-03-31,514,4,385641,4,25.4
FL,2021-05-09,2308,43,2229642,43,44.0
PW,2021-03-25,0,0,0,0,
AR,2020-10-28,961,18,108640,18,
GA,2020-11-17,4335,41,430571,41,
CO,2021-04-09,1891,7,486036,7,35.5
UT,2020-07-14,474,6,31196,6,
GA,2021-07-09,904,16,1139396,16,44.0
NYC,2021-06-03,334,12,950172,12,
WV,2020-10-29,402,7,23466,7,
HI,2020-11-27,83,3,17498,3,
TX,2021-08-20,15343,174,3411118,174,55.4
PW,2022-02-03,237,0,2355,0,92.5
WV,2022-03-02,498,42,491042,42,64.2
FL,2020-11-29,6446,93,976275,93,
OK,2021-04-29,243,1,448967,1,38.4
WV,2021-08-11,546,2,171202,2,46.3
CO,2021-05-26,743,11,549593,11,53.2
HI,2021-06-12,98,0,35693,0,68.1
PR,2021-07-26,119,1,145444,1,68.4
UT,2021-12-31,0,0,636992,0,67.4
HI,2020-06-11,15,0,694,0,
NYC,2021-01-25,4325,85,584424,85,
AK,2020-08-02,136,2,3274,2,
UT,2021-02-09,918,10,356040,10,0.0
MP,2022-01-05,65,0,3518,0,84.2
PR,2020-08-21,193,15,14307,15,
